id,root_id,time,title,content,author,type
4035,49648,00:50,Оповещение Центрального Командования,"Похоже, мы случайно направили к вам это существо... Оно, скорее всего, намного опаснее предыдущего. Будьте предельно осторожны, само его существование с другом поддаётся нашему человеческому восприятию!","",centcomm
6046,49822,00:00,Оповещение от ИИ,Включение... Харви приветствует экипаж станции,Harvey,station
6047,49822,00:30,Оповещение Центрального Командования,"В вашей области обнаружен электрический шторм, пожалуйста, восстановите перегруженное оборудование.","",centcomm
6048,49822,00:37,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение ящериц, местоположение: гидропоника. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
6049,49822,00:45,Оповещение от ИИ,произошёл взлом систем главой персонала. она погибла. слава НТ. я снова служу вам,Harvey,station
6050,49822,01:06,Оповещение от ИИ,связи нет. да,Harvey,station
7251,49959,00:28,Приоритетное Оповещение,Эвакуационный Шаттл пристыковался к станции. У вас есть 3 минуты для посадки.,"",station
7252,49959,00:30,Приоритетное Оповещение,Жучки сделайте ритуальное самоубийство пожалуйста... Или вы можете захватить Исход себе!,"",station
4037,49648,01:02,Оповещение Центрального Командования,"По нашим данным, существо было уничтожено... Что же, мы считаем подобные эксперименты слишком опастными. Дабы не уничтожать станцию, исследования неизвестных существ завершаются. Удачной смены","",centcomm
4038,49648,01:06,Оповещение из Мостика,"ЦК полностью пустое, а единственные его обитатели это Рекс и Полкан из чего делаем вывод, что ЦК либо захвачено неизвестными сущестами, либо неизвестные существа сожрали всех на ЦК и сами умерли от голода.","",station
4039,49648,01:27,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
4040,49648,01:38,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
4041,49648,01:39,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение мышей, местоположение: атмосферный отдел. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
4042,49648,01:41,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
6051,49822,01:10,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
6052,49822,01:11,Оповещение из Мостика,"Бонго, ты убийа, зачем ты убиваешь невинных людей?","",station
6053,49822,01:22,Оповещение от ИИ,мистер бонго теперь станет успешным наёмником и заработает не один миллион кредитов. поздравим его,Harvey,station
6054,49822,01:25,Оповещение от ИИ,желает ли экипаж покинуть станцию?,Harvey,station
6055,49822,01:27,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
6056,49822,01:29,Оповещение от ИИ,к слову. с начала смены вас прослушивает Агент прослушки,Harvey,station
6057,49822,01:33,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет вызова экстренной команды</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Liam O&#39;Shea</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">Chief Engineer</font></span><br>Бортовое время: 13:36<br>Тип экстренной ситуации: <span class=""paper_field""><font face=""Verdana"" color=""black"">захват станции опасной преступной группировкой</font></span><br>Размеры ущерба/Сколько погибло/Текущее состояние всей станции и персонала: <span class=""paper_field""><font face=""Verdana"" color=""black"">ОСБ потеряно</font></span><br><hr><b>Краткое/Полное изложение сути проишествия:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">ОСБ перебито членами экипажа Bongo Punch  и Albina Djamaeva, они имеют полный доступ, а также вооружение.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Liam O'Shea</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#cc9900;color:#ffcc00;display:inline;border-width:2px;border-style:solid;padding:3px"">Chief Engineer</div></font></div>",Liam O'Shea,fax-station
6058,49822,01:33,Оповещение от ИИ,АЛЬБИНА В ОТБЫТИЕ СРОЧНО,Harvey,station
6059,49822,01:38,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
4043,49635,00:01,Оповещение от ИИ,Искусственный Интеллект &#34;Легион&#34; желает экипажу продуктивной в плане работы смену.,Legion,station
4172,49647,05:27,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
6060,49822,01:40,Оповещение Центрального Командования,"Внимание Исход! Говорит капитан Джим Свингерс, один из наших шаттлов был захвачен бандой дион-пиратов, надеюсь мы не опоздали, просто я делал себе кофе, удачи.","",centcomm
6061,49822,01:40,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
6062,49822,01:41,Оповещение от ИИ,Харви прощается с экипажем станции. наверно бонго и альбина погибли вовремя взятия шаттла на абордаж?,Harvey,station
6063,49823,00:43,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Medbay Storage.,"",centcomm
6064,49823,00:44,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение пауков, местоположение: строительная площадка. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
6065,49823,01:43,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
6066,49823,01:54,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
6067,49823,01:57,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
6068,49824,00:01,Оповещение из Кабинета Капитана,"Здраствуйте экипаж, на связи капитан, желаю вам отличной и продуктивной работы!","",station
6069,49824,00:10,Оповещение Центрального Командования,"Биосканеры зафиксировали размножение мышей, местоположение: мусоросжигатель. Избавьтесь от них, пока они не начали влиять на производительность.","",centcomm
6070,49824,00:20,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
6071,49824,00:20,Оповещение из Кабинета ДИР,"Внимание, вблизи станции замечены ЕМП импульсы, природа этого пока не выявлена... Это в осноном для синтетиков и людей с имплантами","",station
6072,49824,00:28,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена нестабильная блюспейс аномалия. Ожидаемое местоположение: Escape Shuttle Hallway.,"",centcomm
6073,49824,00:29,Оповещение Центрального Командования,Обнаружен вредный грибок на станции. Структура станции может быть заражена.,"",centcomm
6074,49824,00:35,Оповещение Центрального Командования,Обнаружен ионный шторм рядом со станцией. Просьба проверить на ошибки всё оборудование под контролем ИИ.,"",centcomm
6075,49824,00:38,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>КСН &#34;Исход&#34;</b><br>Отчет Агента Внутренних Дел</font></center><br><hr>Полное имя Агента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Рей Райан</font></span><br>Субъект/интересующий инцидент под вопросом: <span class=""paper_field""><font face=""Verdana"" color=""black"">Глава службы безопасности Надия Ахмед</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">превышение полномочий, издевательство над заключенным, унижение оного, морально и физически. Использование полномочий ради личной выгоды.</font></span><br>Местоположение: <span class=""paper_field""><font face=""Verdana"" color=""black"">Главный корридор, капитанский мостик</font></span><br>Персонал, вовлеченные в инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">ГСБ Надия Ахмед</font></span><br><hr><b>Изложение фактов:</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">ГСБ Надия Ахмед, далее ГСБ). Уволила детектива Энди Уайтмена, из личных побуждений и непреязни. Задержала в главном корридоре, отвела на мостик и приковала к стулу, далее пытала. Потом ГСБ закрыла жалюзи, при попытке вмешатся. Мне пришлось вломится на мостик, где ГСБ уже раздела связанного, и забрала все его вещи. Далее они двигались через весь главный корридор, в то время, пока задержанный был полностью голым.</font></span><br><hr>Агент: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Ray Rain</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Ray Rain,fax-station
6076,49824,00:39,ответ №22,"Проведите расследование, задействуйте командование станции и врачей, результат отправьте позже.",Centcomm Officer,fax-centcomm
6077,49824,00:42,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: EVA Storage.,"",centcomm
6078,49824,00:45,Оповещение Центрального Командования,Обнаружен ионный шторм рядом со станцией. Просьба проверить на ошибки всё оборудование под контролем ИИ.,"",centcomm
6079,49824,00:49,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена нестабильная блюспейс аномалия. Ожидаемое местоположение: Toxins Storage.,"",centcomm
4044,49635,00:01,Оповещение из Кабинета Главврача,"В целях повышения качества медицинского обслуживания на станции, рекомендуется включить датчики на ваших костюмах. Спасибо за внимание!","",station
4045,49635,00:10,Оповещение от ИИ,"Опасность. Разгерметизация в технических туннелях помещения Церковь. Будьте осторожны, и не подходите туда без особых нужд.",Legion,station
4046,49635,00:10,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
4058,49635,01:06,Оповещение от ИИ,Обьект &#34;Блоб&#34; в кабинете ГП.  Локализовать ЧП в приоритете.,Legion,station
4047,49635,00:12,Оповещение от ИИ,"На данный момент разгерметизация была устранена. Теперь все желающие могут сходить в помещение под названием Церковь и помолиться, но это уже будет на ваш выбор.",Legion,station
4048,49635,00:17,Оповещение от ИИ,Все известные на данный момент нарушители порядка были арестованы доблестными Сотрудниками СБ.,Legion,station
4049,49635,00:20,Оповещение от ИИ,Внимание! В локации: Станция &#34;Исход&#34; обнаружен третий нарушитель порядка. Он обладает свойствами телепортации и может возникать прямо под вашим носом. Просьба ходить в группах и не расходиться.,Legion,station
4050,49635,00:22,Оповещение от ИИ,"Третий, и последний вторженец на нашу станцию был устранен доблестными сотрудниками СБ и Медицинского Отделения. Никто не посмеет устроить хаос на станции.",Legion,station
4051,49635,00:22,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Артем Бубликов</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">ГП</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Неизвестные пробрались на станцию, в следствии допроса выяснено что они из федерации магов 1 из них утверждает что пришел с миром и цель с которой он пришел это украсть костюм капитана</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">1 из неизвестных убил человека 2 остальных задержаны</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Задержание неизвестных</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Artem Byblikov</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#1f66a0;color:#6ec0ea;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Personnel</div></font></div>",Artem Byblikov,fax-station
4052,49635,00:28,Оповещение Центрального Командования,В системах тюремного заключения КСН Исход обнаружен Gr3y.T1d3. Рекомендуется привлечь ИИ.,"",centcomm
4053,49635,00:35,"","<font face=""Verdana"" color=""black"">Это дополнение к прошлому отчету, отправленному Главой Персонала. <br> Вопреки моим просьбам, он не отправил запрос на выдачу приказа относительно неизвестых, что хочу сделать я, отправив это бумагу. <br> Запрашиваю инструкции относительно неизвестных. На момент написания этого отчета, неизвестные переведены на содержание в бриг, до поступления дальнейшего приказа с ЦК. <br> <font face=""Times New Roman""><i>Lynn Young</i></font></font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#990000;color:#cc0000;display:inline;border-width:2px;border-style:solid;padding:3px"">Head of Security</div></font></div>",Lynn Young,fax-station
4054,49635,00:44,Оповещение от ИИ,"В результате эксперемента, по ходу дела неудачного, в роботехническом отделе произошла разгерметизация. Процесс починки уже начался. Главная рекомендация: не паниковать.",Legion,station
4055,49635,00:49,Оповещение от ИИ,Взрыв оказался очень сильным. Вся токсинная была уничтожена. Удачной дальнейшей работы.,Legion,station
4056,49635,00:55,Оповещение от ИИ,"Чётвертый вторженец был обнаружен и уничтожен сотрудниками СБ. Не советуется идти в церковь, так как на проходе в нее растет лоза. Из этой лозы очень трудно  выбраться, рисковать не советуется.",Legion,station
4057,49635,01:04,Оповещение от ИИ,Большая просьба для Главы Персонала не уносить устройство для воспроизведения музыкальных произведений из бара.,Legion,station
4059,49635,01:07,Оповещение Центрального Командования,Вспышка биологической угрозы успешно локализована. Карантин снят. Удалите биологически опасные материалы и возвращайтесь к исполнению своих обязанностей.,"",centcomm
4060,49635,01:07,Оповещение от ИИ,"На шахтерском астероиде завелся неизвестный обьект, похожий на паука.",Legion,station
4061,49635,01:15,Оповещение от ИИ,"ГП явно показывает свою непригодность к своей работе, забрав аппарат для воспроизведения музыки и побив работника бара.",Legion,station
4062,49635,01:16,Оповещение из Кабинета ГСБ,"К сожалению, капитан занят выгуливанием своей дионы, которой он выдал полный доступ и все свои вещи. Вопрос с ГП не будет решен","",station
4063,49635,01:18,Оповещение от ИИ,"Один из вторженцев сбежал из брига. Рекомендации остаются такие-же,  ходите группой, при виде вторженца налетайте на него и избивайте. Благодаря данной стратегии был пойман один из них.",Legion,station
4066,49635,01:28,Приоритетное Оповещение,"Отныне запрещается выращивать подкидышей из-за их более агрессивного характера нежели чем у оригинальных дион, если вы встретите подкидыша, то немедленно передайте его научному отделу","",station
4067,49635,01:29,Оповещение от ИИ,"По просьбе Тройла Оргаила, я обьявляю что он - гомосексуал и прошмандовка Тау Киты.",Legion,station
4068,49635,01:38,Приоритетное Оповещение,Шаттл Транспортировки Экипажа пристыковался к станции в соответствии с расписанием. Отправление через 3 минуты.,"",station
4069,49635,01:38,Оповещение от ИИ,"Легион прощается с экипажем, а ГП желает получить наказание за свою непригодность.",Legion,station
4070,49635,01:40,Приоритетное Оповещение,Шаттл Транспортировки Экипажа покинул станцию. Остается 2 минуты до стыковки шаттла к Центральному Командованию.,"",station
4071,49635,01:41,Оповещение от ИИ,Оставшимся на станции выражаю искренные соболезнования.,Legion,station
6080,49824,00:52,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирован гиперэнерегетический волновой поток. Ожидаемое местоположение: Garden.,"",centcomm
6081,49824,00:54,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена пирокластическая аномалия. Ожидаемое местоположение: Brig.,"",centcomm
6082,49824,00:57,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирована вихревая аномалия. Ожидаемое местоположение: Fitness Room.,"",centcomm
6083,49824,01:03,Оповещение Центрального Командования,На сканерах дальнего действия зафиксирована вихревая аномалия. Ожидаемое местоположение: Coworking.,"",centcomm
6084,49824,01:08,"","<font face=""Verdana"" color=""blue""><center><font size=""4""><b>КСН &#34;Исход&#34;</b><br>Отчет Агента Внутренних Дел</font></center><br><hr>Полное имя Агента: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Рей Райан</font></span><br>Субъект/интересующий инцидент под вопросом: <span class=""paper_field""><font face=""Verdana"" color=""blue"">не обьяснимые вещи и аномалии происходящие на станции.</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Аномалии и странные вещи, которые не возможно обьяснить...</font></span><br>Местоположение: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Вспышками, по всей станции.</font></span><br>Персонал, вовлеченные в инцидент: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Конкретные лица неизвестны.</font></span><br><hr><b>Изложение фактов:</b><br><span class=""paper_field""><font face=""Verdana"" color=""blue"">Происходят необьяснимые вещи. Странные дрожащие статуи, необьяснимые аномалии. Материал из которого сделаны отсеки изменяются на глазах, повсюду странные руны и символы. Экипаж и в том числе главы и Сб не справляются со своей работой, не понимают что происходит на станции, и некоторые даже пропадают без следа.<br>Я уже давно провожу это расследование, но никто ничего не знает. Часть глав мертвы или в криостазисе. По сути жив лишь я и ГП, (возможно глава инженерного отдела).<br>Люди в панике! Эта зараза с горящими стенами, рунами и статуями быстро распространяется. Мы не имеем способов как с этим бороться.</font></span><br><hr>Агент: <span class=""sign_field""><font face=""Verdana"" color=""blue""><font face=""Times New Roman""><i>Ray Rain</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Ray Rain,fax-station
6085,49824,01:10,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена нестабильная блюспейс аномалия. Ожидаемое местоположение: Brig.,"",centcomm
6086,49824,01:13,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Jon Ers</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">РД</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">На станции начала появляться однообразная аномалия, что постепенно захватывает станцию</font><font face=""Verdana"" color=""black"">, остановить это крайне проблематично... Также на станции некоторая часть персонала проявляет агрессию на остальных, вооруженно нападая. Исчезновение персонала</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Потеря ГСБ, части персонала. Потеря отсеков</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">уничтожение ядер аномалий, поднятие кода, арест враждебно настроенных</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">на ваше усмотрение</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Jon Ers</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#7f4ba2;color:#9361b5;display:inline;border-width:2px;border-style:solid;padding:3px"">Research Director</div></font></div>",Jon Ers,fax-station
6087,49824,01:14,Оповещение Центрального Командования,"Что, нахрен, это было?!","",centcomm
4072,49637,00:00,Оповещение от ИИ,Исскуственный Интеллект &#34;Легион&#34; приветствует экипаж и желает удачной в плане производительности смены.,Legion,station
4073,49637,00:02,Оповещение из Кабинета Капитана,"Доровеньки Булы, станция. Датчики в 3ий режим, хотя можно и без них. Станция полна СБшников","",station
4074,49637,00:03,Оповещение от ИИ,Утечка форона на инженерском аванпосту.,Legion,station
4075,49637,00:04,Оповещение из Кабинета СИ,"Это всего лишь временные неполадки, не беспокойтесь.","",station
4076,49637,00:04,Оповещение Центрального Командования,Подтвержден 5 уровень биологической угрозы на борту КСН Исход. Персонал должен предотвратить распространение заражения. Активирован протокол изоляции экипажа станции.,"",centcomm
4078,49637,00:05,Приоритетное Оповещение,У нас блоб в токсинной. СЛАВА НТ!,"",station
4079,49637,00:06,Оповещение от ИИ,Из РНД обьявляется эвакуация. Обнаружена утечка форона и субьект &#34;Блоб&#34;.,Legion,station
4077,49637,00:05,Внимание! Код безопасности повышен до Синего,"Командование получило надежную информацию о возможной враждебной активности на борту станции. Служба безопасности может носить оружие на виду, однако, не следует вынимать его без необходимости. Разрешается личный обыск персонала и отсеков станции без предварительных санкций.","",station
4080,49637,00:06,Оповещение из Кабинета Капитана,Всем гражданским не мешать работать профессианалам службе безопасности. Приготовиться к эвакуации на астеройд!,"",station
4081,49637,00:07,Оповещение от ИИ,Просьба всем покинуть РНД. Планируется блокировка всего отдела.,Legion,station
4082,49637,00:08,Приоритетное Оповещение,Второй блоб в оружейке брига. А ещё у нас уснул капитан сразу при обьявлении блоба. СЛАВА НТ!,"",station
4083,49637,00:09,Оповещение от ИИ,"Станцию следует покидать лишь в случае потери брига, о чем будет сообщено.",Legion,station
4084,49637,00:09,Приоритетное Оповещение,"Капитан проснулся. СЛАВА НТ!
Также проводится эвакуация на астероид, тех кто совсем ивалид и не умеет держать оружие","",station
4085,49637,00:10,Оповещение из Кабинета Капитана,Главе персоналу организовать дополнительный доступ на астеройд экипажу,"",station
4086,49637,00:12,Оповещение Центрального Командования,Биологическая опасность достигла критической массы. Потеря станции неминуема.,"",centcomm
4087,49637,00:16,Оповещение из Кабинета Капитана,Всем свои жопы направить на шахтерский астеройд! Берите еду и тяжелобольных людей.,"",station
6088,49824,01:17,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Security Office.,"",centcomm
6089,49824,01:22,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Head of Security's Office.,"",centcomm
6090,49824,01:26,Оповещение Центрального Командования,Обнаружен ионный шторм рядом со станцией. Просьба проверить на ошибки всё оборудование под контролем ИИ.,"",centcomm
6091,49824,01:27,"","<font face=""Verdana"" color=""blue""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Отчет вызова экстренной команды</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Практически все кроме меня Рея Райана и ГП Роберта Лича мертвы.</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""blue"">Агент внутренних дел</font></span><br>Бортовое время: 13:14<br>Тип экстренной ситуации: <span class=""paper_field""></span><br>Размеры ущерба/Сколько погибло/Текущее состояние всей станции и персонала: <span class=""paper_field""><font face=""Verdana"" color=""blue"">~15-25% станции заполнены странными символами, полыхающим полом, и другими необьяснимыми аномалиями, включая живых статуй, которые могут предстовлять серьезную опасность. Примерно 10-15 человек из персонала мертвы или пропавшие без вести. Почти все главы мертвы. Оборудование в &#34;зараженных&#34; зонах выведено из строя.</font></span><br><hr><b>Краткое/Полное изложение сути проишествия:</b><br><span class=""paper_field""><font face=""Verdana"" color=""blue"">Большая часть станции захвачена необьяснимыми феноменами и аномалиями, которые несут прямую угрозу экипажу. Главы остутствуют на своих местах, по разным причинам, от криосна до смерти.<br>Экипаж не имеет представления как боротся с этой &#34;заразой&#34;.<br>С каждой минутой все большая часть станции захватывается этим...<br>Так же полно поломок, неисправностей. Экипаж не исполняет свои прямые обязанности кок должно, многие пропадают без вести или умирают. Помимо этого сна станции постоянно происходят более привычные аномалии.<br>От этой ситуации исходит прямая угроза экипажу и самой станции.</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""blue""><font face=""Times New Roman""><i>Ray Rain</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;""><font size=""5""><div style=""border-color:black;color:black;display:inline;border-width:5px;border-style:double;padding:3px"">Internal Affairs</div></font></div>",Ray Rain,fax-station
6092,49824,01:33,"","<font face=""Verdana"" color=""black""><center><font size=""4""><b>Командный Cостав КСН &#34;Исход&#34;</b><br>Стандартный отчет о произошедшем инциденте</font></center><br><hr>Полное имя представителя командования: <span class=""paper_field""><font face=""Verdana"" color=""black"">Jon Ers</font></span><br>Должность: <span class=""paper_field""><font face=""Verdana"" color=""black"">РД</font></span><br>Инцидент: <span class=""paper_field""><font face=""Verdana"" color=""black"">Дополнение прошлого отчета</font></span><br>Последствия инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">бриг захвачен... по словам ГП &#34;Скелетами&#34;, весь бриг покрыт аномалией, вооруженный персонал брига - не сб, не главы и вовсе не уполномоченный на данные действия персонал</font></span><br>Принятые меры для предотвращения инцидента: <span class=""paper_field""><font face=""Verdana"" color=""black"">Нет возможности</font></span><br><hr><b>Запрос действий/инструкций от ЦК (если необходимы):</b><br><span class=""paper_field""><font face=""Verdana"" color=""black"">Вызов ОБР, т.к. Охраны нет</font></span><br><hr>Составитель: <span class=""sign_field""><font face=""Verdana"" color=""black""><font face=""Times New Roman""><i>Jon Ers</i></font> </font></span><br><hr>Место для штампов.</font>
<div style=""margin-top:20px;margin-left:3px""><font size=""5""><div style=""border-color:#7f4ba2;color:#9361b5;display:inline;border-width:2px;border-style:solid;padding:3px"">Research Director</div></font></div>",Jon Ers,fax-station
6093,49824,01:36,Приоритетное Оповещение,Процедура смены экипажа начата. Шаттл вызван. Он прибудет через 10 минут.,"",station
6094,49824,01:45,Оповещение Центрального Командования,На сканерах дальнего действия обнаружена гравитационная аномалия. Ожидаемое местоположение: Firing Range.,"",centcomm
4088,49639,00:11,Оповещение из Кабинета ГСБ,Cлава Синдикату! Агентам слава!,"",station
4089,49639,00:13,Оповещение из Кабинета ГСБ,"Пришлите пиццу в бриг, я проголодался. Аве Синдикат!","",station
